title,authors,abstract,categories,created
"Statistical AoI Guarantee Optimization for Supporting xURLLC in
  ISAC-enabled V2I Networks",,"This paper addresses the critical challenge of supporting next-generation
ultra-reliable and low-latency communication (xURLLC) within integrated sensing
and communication (ISAC)-enabled vehicle-to-infrastructure (V2I) networks. We
incorporate channel evaluation and retransmission mechanisms for real-time
reliability enhancement. Using stochastic network calculus (SNC), we establish
a theoretical framework to derive upper bounds for the peak age of information
violation probability (PAVP) via characterized sensing and communication moment
generation functions (MGFs). By optimizing these bounds, we develop power
allocation schemes that significantly reduce the statistical PAVP of sensory
packets in such networks. Simulations validate our theoretical derivations and
demonstrate the effectiveness of our proposed schemes.",cs.IT cs.SY eess.SY math.IT,2024-08-01
"Quantitative Group Testing and Pooled Data in the Linear Regime with
  Sublinear Tests",,"In the pooled data problem, the goal is to identify the categories associated
with a large collection of items via a sequence of pooled tests. Each pooled
test reveals the number of items in the pool belonging to each category. A
prominent special case is quantitative group testing (QGT), which is the case
of pooled data with two categories. We consider these problems in the
non-adaptive and linear regime, where the fraction of items in each category is
of constant order. We propose a scheme with a spatially coupled Bernoulli test
matrix and an efficient approximate message passing (AMP) algorithm for
recovery. We rigorously characterize its asymptotic performance in both the
noiseless and noisy settings, and prove that in the noiseless case, the AMP
algorithm achieves almost-exact recovery with a number of tests sublinear in
the number of items. For both QGT and pooled data, this is the first efficient
scheme that provably achieves recovery in the linear regime with a sublinear
number of tests, with performance degrading gracefully in the presence of
noise. Numerical simulations illustrate the benefits of the spatially coupled
scheme at finite dimensions, showing that it outperforms i.i.d. test designs as
well as other recovery algorithms based on convex programming.",cs.IT eess.SP math.IT,2024-08-01
"What comes after transformers? -- A selective survey connecting ideas in
  deep learning",,"Transformers have become the de-facto standard model in artificial
intelligence since 2017 despite numerous shortcomings ranging from energy
inefficiency to hallucinations. Research has made a lot of progress in
improving elements of transformers, and, more generally, deep learning
manifesting in many proposals for architectures, layers, optimization
objectives, and optimization techniques. For researchers it is difficult to
keep track of such developments on a broader level. We provide a comprehensive
overview of the many important, recent works in these areas to those who
already have a basic understanding of deep learning. Our focus differs from
other works, as we target specifically novel, alternative potentially
disruptive approaches to transformers as well as successful ideas of recent
deep learning. We hope that such a holistic and unified treatment of
influential, recent works and novel ideas helps researchers to form new
connections between diverse areas of deep learning. We identify and discuss
multiple patterns that summarize the key strategies for successful innovations
over the last decade as well as works that can be seen as rising stars.
Especially, we discuss attempts on how to improve on transformers covering
(partially) proven methods such as state space models but also including
far-out ideas in deep learning that seem promising despite not achieving
state-of-the-art results. We also cover a discussion on recent state-of-the-art
models such as OpenAI's GPT series and Meta's LLama models and, Google's Gemini
model family.",cs.LG,2024-08-01
Deepfake Media Forensics: State of the Art and Challenges Ahead,,"AI-generated synthetic media, also called Deepfakes, have significantly
influenced so many domains, from entertainment to cybersecurity. Generative
Adversarial Networks (GANs) and Diffusion Models (DMs) are the main frameworks
used to create Deepfakes, producing highly realistic yet fabricated content.
While these technologies open up new creative possibilities, they also bring
substantial ethical and security risks due to their potential misuse. The rise
of such advanced media has led to the development of a cognitive bias known as
Impostor Bias, where individuals doubt the authenticity of multimedia due to
the awareness of AI's capabilities. As a result, Deepfake detection has become
a vital area of research, focusing on identifying subtle inconsistencies and
artifacts with machine learning techniques, especially Convolutional Neural
Networks (CNNs). Research in forensic Deepfake technology encompasses five main
areas: detection, attribution and recognition, passive authentication,
detection in realistic scenarios, and active authentication. Each area tackles
specific challenges, from tracing the origins of synthetic media and examining
its inherent characteristics for authenticity. This paper reviews the primary
algorithms that address these challenges, examining their advantages,
limitations, and future prospects.",cs.CV,2024-08-01
"Polynomial quasi-Trefftz DG for PDEs with smooth coefficients: elliptic
  problems",,"Trefftz schemes are high-order Galerkin methods whose discrete spaces are
made of elementwise exact solutions of the underlying PDE. Trefftz basis
functions can be easily computed for many PDEs that are linear, homogeneous,
and have piecewise-constant coefficients. However, if the equation has variable
coefficients, exact solutions are generally unavailable. Quasi-Trefftz methods
overcome this limitation relying on elementwise ""approximate solutions"" of the
PDE, in the sense of Taylor polynomials.
  We define polynomial quasi-Trefftz spaces for general linear PDEs with smooth
coefficients and source term, describe their approximation properties and,
under a non-degeneracy condition, provide a simple algorithm to compute a
basis. We then focus on a quasi-Trefftz DG method for variable-coefficient
elliptic diffusion-advection-reaction problems, showing stability and
high-order convergence of the scheme. The main advantage over standard DG
schemes is the higher accuracy for comparable numbers of degrees of freedom.
For non-homogeneous problems with piecewise-smooth source term we propose to
construct a local quasi-Trefftz particular solution and then solve for the
difference. Numerical experiments in 2 and 3 space dimensions show the
excellent properties of the method both in diffusion-dominated and
advection-dominated problems.",math.NA cs.NA,2024-08-01
A Zero-Knowledge Proof of Knowledge for Subgroup Distance Problem,,"In this study, we introduce a novel zero-knowledge identification scheme
based on the hardness of the subgroup distance problem in the Hamming metric.
The proposed protocol, named Subgroup Distance Zero Knowledge Proof (SDZKP),
employs a cryptographically secure pseudorandom number generator to mask
secrets and utilizes a Stern-type algorithm to ensure robust security
properties.",cs.CR math.GR,2024-08-01
"Analysis of continuous data assimilation with large (or even infinite)
  nudging parameters",,"This paper considers continuous data assimilation (CDA) in partial
differential equation (PDE) discretizations where nudging parameters can be
taken arbitrarily large. We prove that long-time optimally accurate solutions
are obtained for such parameters for the heat and Navier-Stokes equations
(using implicit time stepping methods), with error bounds that do not grow as
the nudging parameter gets large. Existing theoretical results either prove
optimal accuracy but with the error scaled by the nudging parameter, or
suboptimal accuracy that is independent of it. The key idea to the improved
analysis is to decompose the error based on a weighted inner product that
incorporates the (symmetric by construction) nudging term, and prove that the
projection error from this weighted inner product is optimal and independent of
the nudging parameter. We apply the idea to BDF2 - finite element
discretizations of the heat equation and Navier-Stokes equations to show that
with CDA, they will admit optimal long-time accurate solutions independent of
the nudging parameter, for nudging parameters large enough. Several numerical
tests are given for the heat equation, fluid transport equation, Navier-Stokes,
and Cahn-Hilliard that illustrate the theory.",math.NA cs.NA,2024-08-01
"In-Context Example Selection via Similarity Search Improves Low-Resource
  Machine Translation",,"The ability of generative large language models (LLMs) to perform in-context
learning has given rise to a large body of research into how best to prompt
models for various natural language processing tasks. In this paper, we focus
on machine translation (MT), a task that has been shown to benefit from
in-context translation examples. However no systematic studies have been
published on how best to select examples, and mixed results have been reported
on the usefulness of similarity-based selection over random selection. We
provide a study covering multiple LLMs and multiple in-context example
retrieval strategies, comparing multilingual sentence embeddings. We cover
several language directions, representing different levels of language
resourcedness (English into French, German, Swahili and Wolof). Contrarily to
previously published results, we find that sentence embedding similarity can
improve MT, especially for low-resource language directions, and discuss the
balance between selection pool diversity and quality. We also highlight
potential problems with the evaluation of LLM-based MT and suggest a more
appropriate evaluation protocol, adapting the COMET metric to the evaluation of
LLMs. Code and outputs are freely available at
https://github.com/ArmelRandy/ICL-MT.",cs.CL,2024-08-01
Log Diameter Rounds MST Verification and Sensitivity in MPC,,"We consider two natural variants of the problem of minimum spanning tree
(MST) of a graph in the parallel setting: MST verification (verifying if a
given tree is an MST) and the sensitivity analysis of an MST (finding the
lowest cost replacement edge for each edge of the MST). These two problems have
been studied extensively for sequential algorithms and for parallel algorithms
in the PRAM model of computation. In this paper, we extend the study to the
standard model of Massive Parallel Computation (MPC).
  It is known that for graphs of diameter $D$, the connectivity problem can be
solved in $O(\log D + \log\log n)$ rounds on an MPC with low local memory (each
machine can store only $O(n^{\delta})$ words for an arbitrary constant $\delta
> 0$) and with linear global memory, that is, with optimal utilization.
However, for the related task of finding an MST, we need $\Omega(\log
D_{\text{MST}})$ rounds, where $D_{\text{MST}}$ denotes the diameter of the
minimum spanning tree. The state of the art upper bound for MST is $O(\log n)$
rounds; the result follows by simulating existing PRAM algorithms. While this
bound may be optimal for general graphs, the benchmark of connectivity and
lower bound for MST suggest the target bound of $O(\log D_{\text{MST}})$
rounds, or possibly $O(\log D_{\text{MST}} + \log\log n)$ rounds. As for now,
we do not know if this bound is achievable for the MST problem on an MPC with
low local memory and linear global memory. In this paper, we show that two
natural variants of the MST problem: MST verification and sensitivity analysis
of an MST, can be completed in $O(\log D_T)$ rounds on an MPC with low local
memory and with linear global memory; here $D_T$ is the diameter of the input
``candidate MST'' $T$. The algorithms asymptotically match our lower bound,
conditioned on the 1-vs-2-cycle conjecture.",cs.DS,2024-08-01
"Unsupervised Pairwise Causal Discovery on Heterogeneous Data using
  Mutual Information Measures",,"A fundamental task in science is to determine the underlying causal relations
because it is the knowledge of this functional structure what leads to the
correct interpretation of an effect given the apparent associations in the
observed data. In this sense, Causal Discovery is a technique that tackles this
challenge by analyzing the statistical properties of the constituent variables.
In this work, we target the generalizability of the discovery method by
following a reductionist approach that only involves two variables, i.e., the
pairwise or bi-variate setting. We question the current (possibly misleading)
baseline results on the basis that they were obtained through supervised
learning, which is arguably contrary to this genuinely exploratory endeavor. In
consequence, we approach this problem in an unsupervised way, using robust
Mutual Information measures, and observing the impact of the different variable
types, which is oftentimes ignored in the design of solutions. Thus, we provide
a novel set of standard unbiased results that can serve as a reference to guide
future discovery tasks in completely unknown environments.",cs.AI cs.LG stat.ME,2024-08-01
"Micro frequency hopping spread spectrum modulation and encryption
  technology",,"By combining traditional frequency hopping ideas with the concepts of
subcarriers and sampling points in OFDM baseband systems, this paper proposes a
frequency hopping technology within the baseband called micro frequency
hopping. Based on the concept of micro frequency hopping, this paper proposes a
micro frequency hopping spread spectrum modulation method based on cyclic
frequency shift and cyclic time shift, as well as a micro frequency hopping
encryption method based on phase scrambling of baseband signals. Specifically,
this paper reveals a linear micro frequency hopping symbol with good
auto-correlation and cross-correlation feature in both time domain and
frequency domain. Linear micro frequency hopping symbols with different root
$R$ have good cross-correlation feature, which can be used in multi-user
communication at same time and same frequency. Moreover, there is a linear
relationship between the time delay and frequency offset of this linear micro
frequency hopping symbol, making it suitable for time delay and frequency
offset estimation, also for ranging, and speed measurement. Finally, this paper
also verifies the advantages of micro frequency hopping technology through an
example of a linear micro frequency hopping spread spectrum multiple access
communication system. The author believes that micro frequency hopping
technology will be widely used in fields such as the Internet of Things,
military communication, satellite communication, satellite positioning, and
radar etc.",cs.IT math.IT,2024-08-01
Task-oriented and Semantics-aware Communications for Augmented Reality,,"Upon the advent of the emerging metaverse and its related applications in
Augmented Reality (AR), the current bit-oriented network struggles to support
real-time changes for the vast amount of associated information, creating a
significant bottleneck in its development. To address the above problem, we
present a novel task-oriented and semantics-aware communication framework for
augmented reality (TSAR) to enhance communication efficiency and effectiveness
significantly. We first present an analysis of the traditional wireless AR
point cloud communication framework, followed by a detailed summary of our
proposed semantic information extraction within the end-to-end communication.
Then, we detail the components of the TSAR framework, incorporating semantics
extraction with deep learning, task-oriented base knowledge selection, and
avatar pose recovery. Through rigorous experimentation, we demonstrate that our
proposed TSAR framework considerably outperforms traditional point cloud
communication framework, reducing wireless AR application transmission latency
by 95.6% and improving communication effectiveness in geometry and color
aspects by up to 82.4% and 20.4%, respectively.",eess.SY cs.SY,2024-08-01
Low-level I/O Monitoring for Scientific Workflows,,"While detailed resource usage monitoring is possible on the low-level using
proper tools, associating such usage with higher-level abstractions in the
application layer that actually cause the resource usage in the first place
presents a number of challenges. Suppose a large-scale scientific data analysis
workflow is run using a distributed execution environment such as a compute
cluster or cloud environment and we want to analyze the I/O behaviour of it to
find and alleviate potential bottlenecks. Different tasks of the workflow can
be assigned to arbitrary compute nodes and may even share the same compute
nodes. Thus, locally observed resource usage is not directly associated with
the individual workflow tasks. By acquiring resource usage profiles of the
involved nodes, we seek to correlate the trace data to the workflow and its
individual tasks. To accomplish that, we select the proper set of metadata
associated with low-level traces that let us associate them with higher-level
task information obtained from log files of the workflow execution as well as
the job management using a task orchestrator such as Kubernetes with its
container management. Ensuring a proper information chain allows the
classification of observed I/O on a logical task level and may reveal the most
costly or inefficient tasks of a scientific workflow that are most promising
for optimization.",cs.DC,2024-08-01
"DriveArena: A Closed-loop Generative Simulation Platform for Autonomous
  Driving",,"This paper presented DriveArena, the first high-fidelity closed-loop
simulation system designed for driving agents navigating in real scenarios.
DriveArena features a flexible, modular architecture, allowing for the seamless
interchange of its core components: Traffic Manager, a traffic simulator
capable of generating realistic traffic flow on any worldwide street map, and
World Dreamer, a high-fidelity conditional generative model with infinite
autoregression. This powerful synergy empowers any driving agent capable of
processing real-world images to navigate in DriveArena's simulated environment.
The agent perceives its surroundings through images generated by World Dreamer
and output trajectories. These trajectories are fed into Traffic Manager,
achieving realistic interactions with other vehicles and producing a new scene
layout. Finally, the latest scene layout is relayed back into World Dreamer,
perpetuating the simulation cycle. This iterative process fosters closed-loop
exploration within a highly realistic environment, providing a valuable
platform for developing and evaluating driving agents across diverse and
challenging scenarios. DriveArena signifies a substantial leap forward in
leveraging generative image data for the driving simulation platform, opening
insights for closed-loop autonomous driving. Code will be available soon on
GitHub: https://github.com/PJLab-ADG/DriveArena",cs.RO cs.AI cs.CV,2024-08-01
"A Batch Update Using Multiplicative Noise Modelling for Extended Object
  Tracking",,"While the tracking of multiple extended targets demands for sophisticated
algorithms to handle the high complexity inherent to the task, it also requires
low runtime for online execution in real-world scenarios. In this work, we
derive a batch update for the recently introduced elliptical-target tracker
called MEM-EKF*. The MEM-EKF* is based on the same likelihood as the
well-established random matrix approach but is derived from the multiplicative
error model (MEM) and uses an extended Kalman filter (EKF) to update the target
state sequentially, i.e., measurement-by-measurement. Our batch variant updates
the target state in a single step based on straightforward sums over all
measurements and the MEM-specific pseudo-measurements. This drastically reduces
the scaling constant for typical implementations and indeed we find a speedup
of roughly 100x in our numerical experiments. At the same time, the estimation
error which we measure using the Gaussian Wasserstein distance stays
significantly below that of the random matrix approach in coordinated turn
scenarios while being comparable otherwise.",eess.SY cs.SY,2024-08-01
Towards Reliable Advertising Image Generation Using Human Feedback,,"In the e-commerce realm, compelling advertising images are pivotal for
attracting customer attention. While generative models automate image
generation, they often produce substandard images that may mislead customers
and require significant labor costs to inspect. This paper delves into
increasing the rate of available generated images. We first introduce a
multi-modal Reliable Feedback Network (RFNet) to automatically inspect the
generated images. Combining the RFNet into a recurrent process, Recurrent
Generation, results in a higher number of available advertising images. To
further enhance production efficiency, we fine-tune diffusion models with an
innovative Consistent Condition regularization utilizing the feedback from
RFNet (RFFT). This results in a remarkable increase in the available rate of
generated images, reducing the number of attempts in Recurrent Generation, and
providing a highly efficient production process without sacrificing visual
appeal. We also construct a Reliable Feedback 1 Million (RF1M) dataset which
comprises over one million generated advertising images annotated by human,
which helps to train RFNet to accurately assess the availability of generated
images and faithfully reflect the human feedback. Generally speaking, our
approach offers a reliable solution for advertising image generation.",cs.CV,2024-08-01
MPT-PAR:Mix-Parameters Transformer for Panoramic Activity Recognition,,"The objective of the panoramic activity recognition task is to identify
behaviors at various granularities within crowded and complex environments,
encompassing individual actions, social group activities, and global
activities. Existing methods generally use either parameter-independent modules
to capture task-specific features or parameter-sharing modules to obtain common
features across all tasks. However, there is often a strong interrelatedness
and complementary effect between tasks of different granularities that previous
methods have yet to notice. In this paper, we propose a model called MPT-PAR
that considers both the unique characteristics of each task and the synergies
between different tasks simultaneously, thereby maximizing the utilization of
features across multi-granularity activity recognition. Furthermore, we
emphasize the significance of temporal and spatial information by introducing a
spatio-temporal relation-enhanced module and a scene representation learning
module, which integrate the the spatio-temporal context of action and global
scene into the feature map of each granularity. Our method achieved an overall
F1 score of 47.5\% on the JRDB-PAR dataset, significantly outperforming all the
state-of-the-art methods.",cs.CV cs.AI,2024-08-01
"Towards Evolutionary-based Automated Machine Learning for Small Molecule
  Pharmacokinetic Prediction",,"Machine learning (ML) is revolutionising drug discovery by expediting the
prediction of small molecule properties essential for developing new drugs.
These properties -- including absorption, distribution, metabolism and
excretion (ADME)-- are crucial in the early stages of drug development since
they provide an understanding of the course of the drug in the organism, i.e.,
the drug's pharmacokinetics. However, existing methods lack personalisation and
rely on manually crafted ML algorithms or pipelines, which can introduce
inefficiencies and biases into the process. To address these challenges, we
propose a novel evolutionary-based automated ML method (AutoML) specifically
designed for predicting small molecule properties, with a particular focus on
pharmacokinetics. Leveraging the advantages of grammar-based genetic
programming, our AutoML method streamlines the process by automatically
selecting algorithms and designing predictive pipelines tailored to the
particular characteristics of input molecular data. Results demonstrate
AutoML's effectiveness in selecting diverse ML algorithms, resulting in
comparable or even improved predictive performances compared to conventional
approaches. By offering personalised ML-driven pipelines, our method promises
to enhance small molecule research in drug discovery, providing researchers
with a valuable tool for accelerating the development of novel therapeutic
drugs.",cs.LG cs.AI,2024-08-01
A Cross-Domain Benchmark for Active Learning,,"Active Learning (AL) deals with identifying the most informative samples for
labeling to reduce data annotation costs for supervised learning tasks. AL
research suffers from the fact that lifts from literature generalize poorly and
that only a small number of repetitions of experiments are conducted. To
overcome these obstacles, we propose \emph{CDALBench}, the first active
learning benchmark which includes tasks in computer vision, natural language
processing and tabular learning. Furthermore, by providing an efficient, greedy
oracle, \emph{CDALBench} can be evaluated with 50 runs for each experiment. We
show, that both the cross-domain character and a large amount of repetitions
are crucial for sophisticated evaluation of AL research. Concretely, we show
that the superiority of specific methods varies over the different domains,
making it important to evaluate Active Learning with a cross-domain benchmark.
Additionally, we show that having a large amount of runs is crucial. With only
conducting three runs as often done in the literature, the superiority of
specific methods can strongly vary with the specific runs. This effect is so
strong, that, depending on the seed, even a well-established method's
performance can be significantly better and significantly worse than random for
the same dataset.",cs.LG,2024-08-01
"Augmenting Channel Simulator and Semi- Supervised Learning for Efficient
  Indoor Positioning",,"This work aims to tackle the labor-intensive and resource-consuming task of
indoor positioning by proposing an efficient approach. The proposed approach
involves the introduction of a semi-supervised learning (SSL) with a biased
teacher (SSLB) algorithm, which effectively utilizes both labeled and unlabeled
channel data. To reduce measurement expenses, unlabeled data is generated using
an updated channel simulator (UCHS), and then weighted by adaptive confidence
values to simplify the tuning of hyperparameters. Simulation results
demonstrate that the proposed strategy achieves superior performance while
minimizing measurement overhead and training expense compared to existing
benchmarks, offering a valuable and practical solution for indoor positioning.",eess.SP cs.AI,2024-08-01
ShellFuzzer: Grammar-based Fuzzing of Shell Interpreters,,"Despite its long-standing popularity and fundamental role in an operating
system, the Unix shell has rarely been a subject of academic research. In
particular, regardless of the significant progress in compiler testing, there
has been hardly any work applying automated testing techniques to detect faults
and vulnerabilities in shell interpreters.
  To address this important shortcoming, we present ShellFuzzer: a technique to
test Unix shell interpreters by automatically generating a large number of
shell scripts. ShellFuzzer combines grammar-based generation with selected
random mutations, so as to produce a diverse range of shell programs with
predictable characteristics (e.g., valid according to the language standard,
and free from destructive behavior).
  In our experimental evaluation, ShellFuzzer generated shell programs that
exposed 8 previously unknown issues that affected a recent version of the mksh
POSIX-compliant shell; the shell maintainers confirmed 7 of these issues, and
addressed them in the latest revisions of the shell's open-source
implementation.",cs.SE,2024-08-01
"A Qualitative Study on Using ChatGPT for Software Security: Perception
  vs. Practicality",,"Artificial Intelligence (AI) advancements have enabled the development of
Large Language Models (LLMs) that can perform a variety of tasks with
remarkable semantic understanding and accuracy. ChatGPT is one such LLM that
has gained significant attention due to its impressive capabilities for
assisting in various knowledge-intensive tasks. Due to the knowledge-intensive
nature of engineering secure software, ChatGPT's assistance is expected to be
explored for security-related tasks during the development/evolution of
software. To gain an understanding of the potential of ChatGPT as an emerging
technology for supporting software security, we adopted a two-fold approach.
Initially, we performed an empirical study to analyse the perceptions of those
who had explored the use of ChatGPT for security tasks and shared their views
on Twitter. It was determined that security practitioners view ChatGPT as
beneficial for various software security tasks, including vulnerability
detection, information retrieval, and penetration testing. Secondly, we
designed an experiment aimed at investigating the practicality of this
technology when deployed as an oracle in real-world settings. In particular, we
focused on vulnerability detection and qualitatively examined ChatGPT outputs
for given prompts within this prominent software security task. Based on our
analysis, responses from ChatGPT in this task are largely filled with generic
security information and may not be appropriate for industry use. To prevent
data leakage, we performed this analysis on a vulnerability dataset compiled
after the OpenAI data cut-off date from real-world projects covering 40
distinct vulnerability types and 12 programming languages. We assert that the
findings from this study would contribute to future research aimed at
developing and evaluating LLMs dedicated to software security.",cs.SE cs.AI cs.CR,2024-08-01
A Search for High-Threshold Qutrit Magic State Distillation Routines,,"Determining the best attainable threshold for qudit magic state distillation
is directly related to the question of whether or not contextuality is
sufficient for universal quantum computation. We carry out a search for
high-threshold magic state distillation routines for a highly-symmetric qutrit
magic state known as the strange state. Our search covers a large class of
$[[n,1]]_3$ qutrit stabilizer codes with up to 23 qutrits, and is facilitated
by a theorem that relates the distillation performance of a qudit stabilizer
code to its weight-enumerators. We could not find any code with $n<23$ qutrits
that distills the strange state with better than linear noise suppression,
other than the 11-qutrit Golay code. However, for $n=23$, we find over 600 CSS
codes that can distill the qutrit strange state with cubic noise suppression.
While none of these codes surpass the threshold of the 11-qutrit Golay code,
their existence suggests that, for large codes, the ability to distill the
qutrit strange state is somewhat generic.",quant-ph cs.IT math.CO math.IT,2024-08-01
"Efficient Patient Fine-Tuned Seizure Detection with a Tensor Kernel
  Machine",,"Recent developments in wearable devices have made accurate and efficient
seizure detection more important than ever. A challenge in seizure detection is
that patient-specific models typically outperform patient-independent models.
However, in a wearable device one typically starts with a patient-independent
model, until such patient-specific data is available. To avoid having to
construct a new classifier with this data, as required in conventional kernel
machines, we propose a transfer learning approach with a tensor kernel machine.
This method learns the primal weights in a compressed form using the canonical
polyadic decomposition, making it possible to efficiently update the weights of
the patient-independent model with patient-specific data. The results show that
this patient fine-tuned model reaches as high a performance as a
patient-specific SVM model with a model size that is twice as small as the
patient-specific model and ten times as small as the patient-independent model.",eess.SP cs.LG stat.ML,2024-08-01
"MonoMM: A Multi-scale Mamba-Enhanced Network for Real-time Monocular 3D
  Object Detection",,"Recent advancements in transformer-based monocular 3D object detection
techniques have exhibited exceptional performance in inferring 3D attributes
from single 2D images. However, most existing methods rely on
resource-intensive transformer architectures, which often lead to significant
drops in computational efficiency and performance when handling long sequence
data. To address these challenges and advance monocular 3D object detection
technology, we propose an innovative network architecture, MonoMM, a
Multi-scale \textbf{M}amba-Enhanced network for real-time Monocular 3D object
detection. This well-designed architecture primarily includes the following two
core modules: Focused Multi-Scale Fusion (FMF) Module, which focuses on
effectively preserving and fusing image information from different scales with
lower computational resource consumption. By precisely regulating the
information flow, the FMF module enhances the model adaptability and robustness
to scale variations while maintaining image details. Depth-Aware Feature
Enhancement Mamba (DMB) Module: It utilizes the fused features from image
characteristics as input and employs a novel adaptive strategy to globally
integrate depth information and visual information. This depth fusion strategy
not only improves the accuracy of depth estimation but also enhances the model
performance under different viewing angles and environmental conditions.
Moreover, the modular design of MonoMM provides high flexibility and
scalability, facilitating adjustments and optimizations according to specific
application needs. Extensive experiments conducted on the KITTI dataset show
that our method outperforms previous monocular methods and achieves real-time
detection.",cs.CV,2024-08-01
"Rapid and Power-Aware Learned Optimization for Modular Receive
  Beamforming",,"Multiple-input multiple-output (MIMO) systems play a key role in wireless
communication technologies. A widely considered approach to realize scalable
MIMO systems involves architectures comprised of multiple separate modules,
each with its own beamforming capability. Such models accommodate cell-free
massive MIMO and partially connected hybrid MIMO architectures. A core issue
with the implementation of modular MIMO arises from the need to rapidly set the
beampatterns of the modules, while maintaining their power efficiency. This
leads to challenging constrained optimization that should be repeatedly solved
on each coherence duration. In this work, we propose a power-oriented
optimization algorithm for beamforming in uplink modular hybrid MIMO systems,
which learns from data to operate rapidly. We derive our learned optimizer by
tackling the rate maximization objective using projected gradient ascent steps
with momentum. We then leverage data to tune the hyperparameters of the
optimizer, allowing it to operate reliably in a fixed and small number of
iterations while completely preserving its interpretable operation. We show how
power efficient beamforming can be encouraged by the learned optimizer, via
boosting architectures with low-resolution phase shifts and with deactivated
analog components. Numerical results show that our learn-to-optimize method
notably reduces the number of iterations and computation latency required to
reliably tune modular MIMO receivers, and that it allows obtaining desirable
balances between power efficient designs and throughput.",eess.SP cs.IT cs.LG math.IT,2024-08-01
"An Empirical Study on Challenges of Event Management in Microservice
  Architectures",,"Microservices emerged as a popular architectural style over the last decade.
Although microservices are designed to be self-contained, they must communicate
to realize business capabilities, creating dependencies among their data and
functionalities. Developers then resort to asynchronous, event-based
communication to fulfill such dependencies while reducing coupling. However,
developers are often oblivious to the inherent challenges of the asynchronous
and event-based paradigm, leading to frustrations and ultimately making them
reconsider the adoption of microservices. To make matters worse, there is a
scarcity of literature on the practices and challenges of designing,
implementing, testing, monitoring, and troubleshooting event-based
microservices.
  To fill this gap, this paper provides the first comprehensive
characterization of event management practices and challenges in microservices
based on a repository mining study of over 8000 Stack Overflow questions.
Moreover, 628 relevant questions were randomly sampled for an in-depth manual
investigation of challenges. We find that developers encounter many problems,
including large event payloads, modeling event schemas, auditing event flows,
and ordering constraints in processing events. This suggests that developers
are not sufficiently served by state-of-the-practice technologies. We provide
actionable implications to developers, technology providers, and researchers to
advance event management in microservices.",cs.SE cs.DB,2024-08-01
"Focus, Distinguish, and Prompt: Unleashing CLIP for Efficient and
  Flexible Scene Text Retrieval",,"Scene text retrieval aims to find all images containing the query text from
an image gallery. Current efforts tend to adopt an Optical Character
Recognition (OCR) pipeline, which requires complicated text detection and/or
recognition processes, resulting in inefficient and inflexible retrieval.
Different from them, in this work we propose to explore the intrinsic potential
of Contrastive Language-Image Pre-training (CLIP) for OCR-free scene text
retrieval. Through empirical analysis, we observe that the main challenges of
CLIP as a text retriever are: 1) limited text perceptual scale, and 2)
entangled visual-semantic concepts. To this end, a novel model termed FDP
(Focus, Distinguish, and Prompt) is developed. FDP first focuses on scene text
via shifting the attention to the text area and probing the hidden text
knowledge, and then divides the query text into content word and function word
for processing, in which a semantic-aware prompting scheme and a distracted
queries assistance module are utilized. Extensive experiments show that FDP
significantly enhances the inference speed while achieving better or
competitive retrieval accuracy compared to existing methods. Notably, on the
IIIT-STR benchmark, FDP surpasses the state-of-the-art model by 4.37% with a 4
times faster speed. Furthermore, additional experiments under phrase-level and
attribute-aware scene text retrieval settings validate FDP's particular
advantages in handling diverse forms of query text. The source code will be
publicly available at https://github.com/Gyann-z/FDP.",cs.CV cs.AI,2024-08-01
"An Experimental Evaluation of TEE technology Evolution: Benchmarking
  Transparent Approaches based on SGX, SEV, and TDX",,"Protection of data-in-use is a key priority, for which Trusted Execution
Environment (TEE) technology has unarguably emerged as a, possibly the most,
promising solution. Multiple server-side TEE offerings have been released over
the years, exhibiting substantial differences with respect to several aspects.
The first comer was Intel SGX, which featured Process-based TEE protection, an
efficient yet difficult to use approach. Some SGX limitations were (partially)
overcome by runtimes, notably: Gramine, Scone, and Occlum. A major paradigm
shift was later brought by AMD SEV, with VM-based TEE protection, which enabled
lift-and-shift deployment of legacy applications. This new paradigm has been
implemented by Intel only recently, in TDX. While the threat model of the
aforementioned TEE solutions has been widely discussed, a thorough performance
comparison is still lacking in the literature. This paper provides a
comparative evaluation of TDX, SEV, Gramine-SGX, and Occlum-SGX. We study
computational overhead and resource usage, under different operational
scenarios and using a diverse suite of legacy applications. By doing so, we
provide a reliable performance assessment under realistic conditions. We
explicitly emphasize that, at the time of writing, TDX was not yet available to
the public. Thus, the evaluation of TDX is a unique feature of this study.",cs.CR,2024-08-01
